DATAFLOW,LAST UPDATE,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2005,323.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2006,346.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2007,374,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2008,324.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2009,282.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2010,299.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2011,318.3,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2012,332.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2013,339.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2014,384.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2015,443.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2016,414.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2017,410.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2018,427.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,UK,2019,452.8,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,1981,388.744,d
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,1984,553.083,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,1985,601.495,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,1989,923.387,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,1993,1300.265,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,1998,2146.085,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2002,3130.884,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2004,3556.479,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2005,4207.669,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2006,4448.676,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2007,4845.861,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2008,5232.63,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2009,5092.902,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2010,5520.422,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2011,5692.841,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2012,6540.457,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2013,6778.42,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2014,7324.679,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2015,7498.488,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2016,7824.51,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2017,7888.444,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2018,8323.1,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2019,8749.143,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,AT,2020,8418.44,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BA,2012,20.91,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BA,2013,25.704,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BA,2014,6.811,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BA,2019,13.127,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1981,908.596,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1982,945.697,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1983,1036.719,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1984,1135.446,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1985,1270.927,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1986,1384.204,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1987,1485.839,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1988,1545.746,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1989,1581.849,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1991,1764.775,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1992,2024.77,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1993,2252.676,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1994,2398.474,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1995,2585.927,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1996,2744.519,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1997,2890.764,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1998,3014.002,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,1999,3307.12,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2000,3588.61,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2001,3921.103,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2002,3662.347,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2003,3607.892,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2004,3731.814,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2005,3775.624,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2006,4105.615,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2007,4420.386,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2008,4650.011,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2009,4574.767,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2010,5027.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2011,5613.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2012,6148.955,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2013,6356.837,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2014,6675.968,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2015,7076.364,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2016,7444.72,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2017,8333.61,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2018,9432.611,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2019,11143.444,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BE,2020,11567.361,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1987,316.923,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1988,432.143,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1989,490.909,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1990,147.556,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1991,33.166,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1992,32.838,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1993,54.892,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1994,35.575,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1995,30.614,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1996,24.202,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1997,10.741,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1998,12.077,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,1999,14.137,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2000,15.242,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2001,14.566,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2002,15.044,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2003,17.722,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2004,23.55,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2005,22.908,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2006,30.883,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2007,43.494,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2008,51.699,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2009,55.309,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2010,108.45,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2011,116.93,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2012,153.546,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2013,162.921,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2014,223.416,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2015,318.993,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2016,275.045,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2017,273.07,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2018,304.777,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2019,344.167,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,BG,2020,353.348,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,1981,1433.405,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,1983,1848.461,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,1986,3093.873,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,1989,3449.808,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,1992,3504.236,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,1996,4502.838,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2000,5064.51,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2004,6257.287,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2008,7546.932,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2012,10635.289,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2015,13073.587,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2017,12701.086,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CH,2019,13892.472,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,1991,1.291,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,1992,1.388,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,1998,2.624,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,1999,4.336,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2000,5.227,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2001,5.326,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2002,6.859,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2003,8.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2004,9.957,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2005,12.163,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2006,14.184,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2007,16.108,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2008,16.732,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2009,16.434,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2010,14.796,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2011,13.765,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2012,13.959,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2013,16.998,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2014,20.009,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2015,19.477,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2016,36.584,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2017,40.943,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2018,53.907,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2019,70.658,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CY,2020,80,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1993,264.099,d
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1994,254.722,d
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1995,262.238,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1996,282.88,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1997,340.443,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1998,409.437,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,1999,402.947,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2000,446.133,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2001,500.525,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2002,586.005,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2003,617.595,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2004,686.739,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2005,744.938,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2006,895.321,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2007,1038.355,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2008,1151.623,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2009,1063.951,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2010,1208.836,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2011,1411.831,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2012,1542.415,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2013,1621.654,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2014,1729.712,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2015,1765.003,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2016,1811.802,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2017,2157.948,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2018,2481.912,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2019,2680.493,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,CZ,2020,2612.457,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1981,10420.797,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1982,12045.744,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1983,13093.893,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1984,14139.5,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1985,16107.88,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1986,18067.43,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1987,19800.604,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1988,20922.186,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1989,22236.75,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1990,23391.165,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1991,25031.474,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1992,25729.913,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1993,26192.304,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1994,26331.301,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1995,27992.276,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1996,27871.556,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1997,28783.154,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1998,30129.559,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,1999,33622.55,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2000,35600,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2001,36331.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2002,36950,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2003,38029,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2004,38363,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2005,38651.038,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2006,41148,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2007,43034,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2008,46073,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2009,45275,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2010,46929,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2011,51077.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2012,53790.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2013,53566.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2014,56996.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2015,60952,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2016,62826,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2017,68787.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2018,72101.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2019,75830.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DE,2020,71032,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1981,280.337,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1982,336.402,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1983,399.907,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1984,460.443,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1985,530.005,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1986,615.951,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1987,700.851,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1988,758.725,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1989,812.617,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1990,941.513,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1991,1043.674,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1992,1114.376,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1993,1205.094,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1995,1452.102,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,MIO_EUR,DK,1996,1626.921,e
