DATAFLOW,LAST UPDATE,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,1981,51.5,d
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,1984,73.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,1985,79.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,1989,121.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,1993,165,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,1998,269.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2002,388.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2004,436.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2005,513,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2006,539,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2007,585,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2008,629.8,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2009,611,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2010,661,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2011,679.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2012,777.9,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2013,802,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2014,860.9,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2015,873.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2016,899.3,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2017,899.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2018,943.4,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2019,987.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,AT,2020,945.8,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BA,2012,5.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1981,92.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1982,96,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1983,105.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1984,115.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1985,128.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1986,140.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1987,150.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1988,156.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1989,159.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1991,176.7,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1992,202,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1993,223.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1994,237.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1995,255.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1996,270.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1997,284.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1998,295.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,1999,323.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2000,350.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2001,382,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2002,355.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2003,348.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2004,359,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2005,361.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2006,390.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2007,417.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2008,435.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2009,425.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2010,463.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2011,510.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2012,555.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2013,570.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2014,597.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2015,629.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2016,658.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2017,734.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2018,827.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2019,972.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BE,2020,1003.9,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1987,35.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1988,48.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1989,54.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1990,16.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1991,3.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1992,3.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1993,6.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1994,4.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1995,3.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1996,2.9,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1997,1.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1998,1.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,1999,1.7,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2000,1.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2001,1.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2002,1.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2003,2.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2004,3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2005,3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2006,4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2007,5.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2008,6.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2009,7.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2010,14.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2011,15.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2012,21,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2013,22.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2014,30.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2015,44.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2016,38.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2017,38.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2018,43.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2019,49.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,BG,2020,50.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,1981,226.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,1983,288.4,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,1986,477.1,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,1989,521.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,1992,512.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,1996,637.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2000,706.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2004,849.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2008,993.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2012,1337,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2015,1587,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2017,1508.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CH,2019,1625.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,1991,2.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,1992,2.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,1998,3.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,1999,6.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2000,7.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2001,7.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2002,9.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2003,12.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2004,13.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2005,16.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2006,19.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2007,21.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2008,21.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2009,20.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2010,18.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2011,16.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2012,16.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2013,19.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2014,23.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2015,23,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2016,43.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2017,47.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2018,62.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2019,80.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CY,2020,90.1,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1993,25.6,d
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1994,24.6,d
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1995,25.4,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1996,27.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1997,33,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1998,39.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,1999,39.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2000,43.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2001,48.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2002,57.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2003,60.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2004,67.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2005,73,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2006,87.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2007,101.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2008,111.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2009,102,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2010,115.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2011,134.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2012,146.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2013,154.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2014,164.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2015,167.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2016,171.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2017,204,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2018,233.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2019,251.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,CZ,2020,244.3,p
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1981,169,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1982,195.2,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1983,212.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1984,230.6,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1985,263.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1986,296.1,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1987,323.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1988,341.7,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1989,360.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1990,373.2,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1991,313.9,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1992,320.5,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1993,323.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1994,323.7,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1995,343.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1996,340.7,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1997,351,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1998,367.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,1999,409.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2000,433.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2001,441.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2002,448.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2003,460.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2004,464.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2005,468.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2006,499.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2007,522.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2008,560.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2009,552.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2010,573.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2011,636.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2012,669.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2013,665.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2014,705.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2015,750.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2016,764.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2017,833.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2018,870.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2019,913.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DE,2020,854.1,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1981,54.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1982,65.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1983,78.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1984,90.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1985,103.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1986,120.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1987,136.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1988,147.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1989,158.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1990,183.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1991,202.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1992,215.9,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1993,232.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1995,278.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1996,309.8,e
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1997,337,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1998,387.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,1999,434.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2000,487.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2001,548.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2002,595.7,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2003,623.2,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2004,617.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2005,642.5,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2006,668.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2007,753,b
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2008,855.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2009,894.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2010,859.1,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2011,875.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2012,891.8,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2013,868.9,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2014,877.6,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2015,935.4,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2016,998.3,
ESTAT:RD_E_GERDTOT(1.0),15/03/22 11:00:00,A,BES,EUR_HAB,DK,2017,953.1,
